,contractor,country,value_in_euro,order_purpose,period_start,period_end,year
4683,THALES ANGENIEUX,FRA,985000,NVG BINOCULAR 3RD GENERATION,2015-01-15,2015-06-15,2015
4684,THALES RAYTHEON SYSTEMS,FRA,962040,CIRCUIT CARD ASSEMBLY,2015-01-15,2015-06-15,2015
4685,THALES RAYTHEON SYSTEMS AIR,,,,2015-01-15,2015-06-15,2015
4686,AND MISSILE DEFENSE COMMAND &,FRA,100206,CIRCUIT CARD ASSEMBLY,2015-01-15,2015-06-15,2015
4687,CONTROL,,,,2015-01-15,2015-06-15,2015
4688,TOTALFORSVARETS,,,,2015-01-15,2015-06-15,2015
4689,,SWE,945684,HAWK RM AND IGNITER STUDY,2015-01-15,2015-06-15,2015
4690,FORSKNINGSINSTITUT,,,,2015-01-15,2015-06-15,2015
4691,TRANSAERO INC,USA,125688,"HELMET,FLYER'S MEDIUM",2015-01-15,2015-06-15,2015
4692,ULTRA ELECTRONICS MARITIME,,,,2015-01-15,2015-06-15,2015
4693,,CAN,3718271,SONOBUOYS,2015-01-15,2015-06-15,2015
4694,SYSTEMS DIVISION,,,,2015-01-15,2015-06-15,2015
4695,ULTRA ELECTRONICS SONAR,,,,2015-01-15,2015-06-15,2015
4696,,GBR,1227950,SONOBUOYS,2015-01-15,2015-06-15,2015
4697,SYSTEMS,,,,2015-01-15,2015-06-15,2015
4698,UNI BUSINESS CENTRE BV,NLD,316181,SUPPORT SA & UPD,2015-01-15,2015-06-15,2015
4699,UNIVERSAL PROPULSION CO,USA,332930,SUPPLY OF AMMUNITION,2015-01-15,2015-06-15,2015
4700,VALLON GMBH,DEU,353400,MINE DETECTING SET,2015-01-15,2015-06-15,2015
4701,VIASAT,USA,332055,"DUMMY LOAD,ELECTRICAL",2015-01-15,2015-06-15,2015
4702,VIASAT,USA,176822,MIDS EQUIPMENT,2015-01-15,2015-06-15,2015
4703,VITROCISET SPA,ITA,3112200,SEABED ENVIRONMENT REMEDIATION PHASE A,2015-01-15,2015-06-15,2015
4704,WESCO AIRCRAFT HARDWARE,,,,2015-01-15,2015-06-15,2015
4705,,USA,912420,"VANE SEGMENT,COMPRE",2015-01-15,2015-06-15,2015
4706,CORP,,,,2015-01-15,2015-06-15,2015
4707,WEST SYSTEMS SRL,ITA,979555,ENVIRONMENT SURVEY AERAS S. LORENZO,2015-01-15,2015-06-15,2015
4708,WINGSTORE,POL,618819,"CANOPY,PERSONNEL PARACHUTE",2015-01-15,2015-06-15,2015
4709,ZF LUFTFAHRTTECHNIK GMBH,DEU,101250,"HARDWARE KIT,MECHANIC EQUIPMENT",2015-01-15,2015-06-15,2015
4710,ZODIAC AEROSPACE SERVICES,,,,2015-01-15,2015-06-15,2015
4711,,FRA,140483,"PANEL,PROTECTION,ELECTRICAL SYSTEM",2015-01-15,2015-06-15,2015
4712,EUROPE,,,,2015-01-15,2015-06-15,2015
4713,ZODIAC AEROSPACE SERVICES,,,,2015-01-15,2015-06-15,2015
4714,,FRA,126624,"CELL,FUEL,AIRCRAFT",2015-01-15,2015-06-15,2015
4715,EUROPE,,,,2015-01-15,2015-06-15,2015
4716,BRP FINLAND OY,FIN,1675549,SNOWMOBILES,2008-07-08,2008-12-08,2008
4717,CAE ELECTRONICS GMBH,DEU,1600000,MODIFICATION OF A FLIGHT & TACTICS SIMULATOR (IG UPGRADE),2008-07-08,2008-12-08,2008
4718,CAE ELECTRONICS GMBH,DEU,6859779,MODIFICATION OF A FLIGHT & TACTICS SIMULATOR (EC-135 UPGRADE),2008-07-08,2008-12-08,2008
4719,CHEMRING COUNTERMEASURES LTD,GBR,779987,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4720,CITTERIO F.LLI S.P.A.,ITA,880500,SUPPLY OF FLAK JACKET,2008-07-08,2008-12-08,2008
4721,CLARIANT CORPORATION,USA,2234700,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4722,COMLOG,DEU,4209520,R&R AND MODIFICATION FOR PATRIOT,2008-07-08,2008-12-08,2008
4723,COMLOG,DEU,773884,R&R AND MODIFICATION FOR PATRIOT,2008-07-08,2008-12-08,2008
4724,COMLOG,DEU,958251,R&R AND MODIFICATION FOR PATRIOT,2008-07-08,2008-12-08,2008
4725,DIEHL & EAGLE-PICHER GMBH,DEU,950024,R&R PRODUCTION OF BATTERIES FOR PATRIOT,2008-07-08,2008-12-08,2008
4726,EADS- DORNIER,DEU,12126584,DLM OF THE E-3A A/C TAIL # 449.,2008-07-08,2008-12-08,2008
4727,EFACEC SERVICOS DE MANUTENCAO,PRT,925743,AN/FPS-117 MODIFICATIONS,2008-07-08,2008-12-08,2008
4728,ES-KO,UK,1153120,CONSTRUCTION OF NEW ROOF AND BLAST WALLS FOR HEART BFI,2008-07-08,2008-12-08,2008
4729,ESPLODENTI SABINO SRL,ITA,942783,DEMILITARIZATION,2008-07-08,2008-12-08,2008
4730,ESTERLINE MASON,USA,963369,HANDGRIPS FOR ITAS,2008-07-08,2008-12-08,2008
4731,EUROCOPTER FRANCE,FRA,1087134,PROC. OF INFRA RED SUPPRESSORS- COUGAR UPGRADE PROJECT,2008-07-08,2008-12-08,2008
4732,EUROCOPTER FRANCE,FRA,1342842,COUGAR UPGRADE PROJECT,2008-07-08,2008-12-08,2008
4733,FFG FLENSBURGER FAHRZEUGBAU GMBH,DEU,3240000,OVERHAUL / MOD FOR AVLB,2008-07-08,2008-12-08,2008
4734,FFG FLENSBURGER FAHRZEUGBAU GMBH,DEU,3366000,OVERHAUL / MOD FOR AVLB,2008-07-08,2008-12-08,2008
4735,GALILEO AVIONICA SPA,ITA,807000,ROCKET ENGINE,2008-07-08,2008-12-08,2008
4736,GOKTURK FOREIGN TRADE &,TUR,896553,PURCHASE OF AVUM SPARE PARTS AND H- 60 ERFS,2008-07-08,2008-12-08,2008
4737,HARRIS CORP,USA,766275,PROCUREMENT OF AN-PRC-117F RADIOS,2008-07-08,2008-12-08,2008
4738,HECKLER & KOCH FRANCE SAS,FRA,1051577,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4739,HECKLER & KOCH FRANCE SAS,FRA,869511,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4740,HQ GENERAL SUPPORT CENTER EUROPE,DEU,730727,US SAMS PARTS,2008-07-08,2008-12-08,2008
4741,INDRA-ECE U.T.E.,ESP,2736205,"DESIGN, DEVELOPT AND INSTALLATION OF ASE ON CHINOOK HELICOPTERS",2008-07-08,2008-12-08,2008
4742,INDRA-ECE U.T.E.,ESP,1408964,"DESIGN, DEVELOPT AND INSTALLATION OF ALR-400",2008-07-08,2008-12-08,2008
4743,INDRA-ECE U.T.E.,ESP,2063929,PROCUREMENT OF GROUND SUPPORT EQUIPT FOR ASE,2008-07-08,2008-12-08,2008
4744,INDUSTRIEWERKE SAAR GMBH,DEU,1020252,REPAIRS FOR MLRS,2008-07-08,2008-12-08,2008
4745,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4746,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4747,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4748,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4749,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4750,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4751,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4752,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4753,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4754,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4755,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4756,INDUSTRIEWERKE SAAR GMBH,DEU,820000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4757,INDUSTRIEWERKE SAAR GMBH,DEU,820000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4758,INDUSTRIEWERKE SAAR GMBH,DEU,820000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4759,INDUSTRIEWERKE SAAR GMBH,DEU,820000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4760,INDUSTRIEWERKE SAAR GMBH,DEU,820000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4761,INDUSTRIEWERKE SAAR GMBH,DEU,750000,OVERHAUL / MOD FOR M939 / M872,2008-07-08,2008-12-08,2008
4762,INFRAVISION BVBA,BEL,856520,SOFTWARE LICENCES AND PRODUCT MAINTENANCE,2008-07-08,2008-12-08,2008
4763,JUNGHANS MICROTEC GMBH,DEU,24718914,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4764,L-3 COMMUNICATIONS,USA,904750,PURCHASE OF A COCKPIT VOICE RECORDER,2008-07-08,2008-12-08,2008
4765,LOCKHEED MARTIN TACTICAL DEFENSE,USA,5085860,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4766,MICROSOFT EUROPEAN OPERATIONS,IRL,1180729,MICROSOFT PRODUCTS,2008-07-08,2008-12-08,2008
4767,NAMMO A/S,NOR,723687,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4768,NBC-SYS / GIAT INDUSTRIES,FRA,2052400,SUPPLY OF GAS MASK,2008-07-08,2008-12-08,2008
4769,NEC PHILIPS UNIFIED SOLUTIONS,ITA,2935785,RGTI SUPPORT SERVICES,2008-07-08,2008-12-08,2008
4770,PILATUS FLUGZEUGWERKE AG,CHE,1229472,MADRAS INSTALLATION INTO PC-9,2008-07-08,2008-12-08,2008
4771,PILATUS FLUGZEUGWERKE AG,CHE,1005073,MADRAS INSTALLATION INTO PC-9,2008-07-08,2008-12-08,2008
4772,RAYTHEON TECHNICAL SERVICES CO LLC,USA,1110364,SUPPLY OF RADAR SPARES,2008-07-08,2008-12-08,2008
4773,RECON INTERNATIONAL,USA,7012068,"HERAT RUNWAY RESTORATION, EXTENSION OF TAXIWAY AND PARKING",2008-07-08,2008-12-08,2008
4774,RHEINMETALL WAFFE MUNITION GMBH,DEU,912600,APRON. SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4775,ROKETSAN,TUR,1133501,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4776,RUAG AMMOTEC GMBH,DEU,1263240,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4777,RUSLAN SALIS GMBH,DEU,4029815,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4778,RUSLAN SALIS GMBH,DEU,3918493,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4779,RUSLAN SALIS GMBH,DEU,763563,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4780,RUSLAN SALIS GMBH,DEU,1803528,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4781,RUSLAN SALIS GMBH,DEU,801020,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4782,RUSLAN SALIS GMBH,DEU,819041,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4783,RUSLAN SALIS GMBH,DEU,789049,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4784,RUSLAN SALIS GMBH,DEU,1061252,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4785,RUSLAN SALIS GMBH,DEU,823716,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4786,RUSLAN SALIS GMBH,DEU,831936,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4787,RUSLAN SALIS GMBH,DEU,721440,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4788,RUSLAN SALIS GMBH,DEU,1397025,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4789,RUSLAN SALIS GMBH,DEU,726383,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4790,RUSLAN SALIS GMBH,DEU,3269339,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4791,RUSLAN SALIS GMBH,DEU,2005300,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4792,RUSLAN SALIS GMBH,DEU,1410017,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4793,RUSLAN SALIS GMBH,DEU,726850,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4794,RUSLAN SALIS GMBH,DEU,720719,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4795,RUSLAN SALIS GMBH,DEU,1849633,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4796,RUSLAN SALIS GMBH,DEU,745574,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4797,RUSLAN SALIS GMBH,DEU,731310,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4798,RUSLAN SALIS GMBH,DEU,731379,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4799,RUSLAN SALIS GMBH,DEU,1200371,FLYING HOURS + INSURANCE,2008-07-08,2008-12-08,2008
4800,SAE ALSETEX,FRA,804702,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4801,SEI SPA,ITA,1372200,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4802,SELEX SISTEMI INTEGRATI SPA,ITA,871367,SUPPLY OF RADAR SPARES,2008-07-08,2008-12-08,2008
4803,SENSIS CORP,USA,896620,SUPPLY OF RADAR SPARES,2008-07-08,2008-12-08,2008
4804,SICAMB SPA,ITA,1027059,SUPPLY OF AMMUNITION,2008-07-08,2008-12-08,2008
4805,TEST-FUCHS,DEU,1800120,PURCHASE OF A SPARE PARTS KIT,2008-07-08,2008-12-08,2008
4806,THALES COMMUNICATIONS BELGIUM SA,BEL,1245500,SUPPLIES FOR AWACS,2008-07-08,2008-12-08,2008
4807,THALES OPTRONIQUE SA,FRA,1282040,GENERIC TEST BENCH,2008-07-08,2008-12-08,2008
4808,VALLON GMBH,DEU,1276275,SUPPLY OF MINE DETECTING SET,2008-07-08,2008-12-08,2008
4809,VALLON GMBH,DEU,1487500,SUPPLY OF MINE DETECTING SET,2008-07-08,2008-12-08,2008
4810,YENIGÜN INŞAAT SANAYI VE TICARET A.Ş.,TUR,8924000,KAF BULK FUEL INSTALLATION PHASE III,2008-07-08,2008-12-08,2008
4811,YENIGÜN INŞAAT SANAYI VE TICARET A.Ş.,TUR,22647226,KAF ROLE 3 MEDICAL TREATMENT FACILITY,2008-07-08,2008-12-08,2008
4812,ZF LUFTFAHRTTECHNIK GMBH,DEU,2329050,PURCHASE OF BERGUNGSWINDEN AND STEUERUNGSWINDEN,2008-07-08,2008-12-08,2008
4813,AAR MOBILITY SYSTEMS,USA,753927,REPAIR OF 436L PALLETS,2008-01-08,2008-06-08,2008
4814,AIR PARTNER PLC,GBR,1320065,AIR TRANSPORTATION CARGO,2008-01-08,2008-06-08,2008
4815,ARIS SPA,ITA,1907105,OVERHAUL OF ASPIDE ROCKET MOTORS,2008-01-08,2008-06-08,2008
4816,ARIS SPA,ITA,3949100,FLATBED SEMI-TRAILER,2008-01-08,2008-06-08,2008
4817,BIOTRACE MICROSAFE SRL,ITA,1064500,NBC FIELD LABORATORY,2008-01-08,2008-06-08,2008
4818,BOEING INTEGRATED DEFENSE SYSTEMS,USA,1174280,PROCUREMENT OF NASCELLE FITTINGS PARTS FOR E-3A,2008-01-08,2008-06-08,2008
4819,BRISTOL AEROSPACE LTD,CAN,1488744,PROCUREMENT OF BOOSTERS FOR CL289,2008-01-08,2008-06-08,2008
4820,BRP FINLAND OY,SWE,5475650,SNOWMOBILES,2008-01-08,2008-06-08,2008
4821,BUKKEHAVE A/S,DNK,8436898,CP149 VEHICLES,2008-01-08,2008-06-08,2008
4822,BUKKEHAVE A/S,DNK,1521667,CP156 VEHICLES,2008-01-08,2008-06-08,2008
4823,CAE ELECTRONICS GMBH,DEU,1369629,MODIFICATION OF HELICOPTER FLIGHT SIMULATORS,2008-01-08,2008-06-08,2008
4824,CESAS INSAAT TICARET VE SANAYI AS,TUR,5085775,FYROM ROADS CONSTRUCTION,2008-01-08,2008-06-08,2008
4825,CESAS INSAAT TICARET VE SANAYI AS,TUR,1222444,FYROM ROADS CONSTRUCTION,2008-01-08,2008-06-08,2008
4826,CHEMRING COUNTERMEASURES LTD,GBR,2482230,SUPPLY OF AMMUNITION,2008-01-08,2008-06-08,2008
4827,COMLOG,DEU,27198666,"UPGRADE ATM TO GEM-T, US-$ PART",2008-01-08,2008-06-08,2008
4828,COMLOG,DEU,2800000,"UPGRADE ATM TO GEM-T, EURO PART",2008-01-08,2008-06-08,2008
4829,DIEHL & EAGLE-PICHER GMBH,DEU,829913,SUPPLY OF BATTERIES,2008-01-08,2008-06-08,2008
4830,EADS DEUTSCHLAND GMBH,DEU,1954600,PDS ROUTINE TASKS FOR CL289 DURING THE YEAR 2008,2008-01-08,2008-06-08,2008
4831,ELETTRONICA ASTER SPA,ITA,1447901,PROCUREMENT OF PARTS FOR REMOTE ASSET SECURITY SYSTEM (RASS),2008-01-08,2008-06-08,2008
4832,ESPEY MFG & ELECTRONICS CORP,USA,1266919,SUPPLY OF POWER ASSEMBLIES,2008-01-08,2008-06-08,2008
4833,EURO-ART,DEU,1622032,SUPPLY OF SPARES FOR COBRA,2008-01-08,2008-06-08,2008
4834,EURO-ART,DEU,1032955,SUPPLY OF SPARES FOR COBRA,2008-01-08,2008-06-08,2008
4835,GENERAL ELECTRIC CO,USA,918847,PROCUREMENT OF HELICOPTER UH60 SPARE PARTS,2008-01-08,2008-06-08,2008
4836,HQ GENERAL SUPPORT CENTER EUROPE,DEU,807193,REPAIR OF THE FUEL CONTROL ASSEMBLIES OF THE M1 ENGINE,2008-01-08,2008-06-08,2008
4837,L-3 COMMUNICATIONS,USA,1278876,PROCUREMENT OF 110 EA TWTS (CALL OFF),2008-01-08,2008-06-08,2008
4838,L-3 COMMUNICATIONS,USA,1743922,PROCUREMENT OF 150 EA TWTS (CALL OFF),2008-01-08,2008-06-08,2008
4839,LIEBHERR-AEROSPACE LINDENBERG GMBH,DEU,922500,PROCUREMENT OF SPARE PARTS FOR C160 TRANSALL A/C,2008-01-08,2008-06-08,2008
4840,METAG CONSTRUCTION TRADE CO,TUR,895378,RELOCATION OF THE US SUPPLY SUPPORT ACTIVITY (US SSA) AT,2008-01-08,2008-06-08,2008
4841,NAMMO BUCK GMBH,DEU,810160,KANDAHAR AIRFIELD DEMIL MLRS M26 ROCKETS,2008-01-08,2008-06-08,2008
4842,NAMMO BUCK GMBH,DEU,4043966,DEMIL MLRS M26 ROCKETS,2008-01-08,2008-06-08,2008
4843,POLARIS NORWAY AS,NOR,5165142,ATVS,2008-01-08,2008-06-08,2008
4844,PRATT & WHITNEY CANADA / M.T.U.,DEU,725456,EXCHANGE OF A PT-6 ENGINE,2008-01-08,2008-06-08,2008
4845,RAYTHEON CO,USA,962217,SUPPLY OF MAJOR SPARE PARTS FOR PATRIOT,2008-01-08,2008-06-08,2008
4846,RAYTHEON CO,USA,833921,PREPOSITIONING OF SPARES FOR PATRIOT,2008-01-08,2008-06-08,2008
4847,RENAULT TRUCKS SAS,FRA,2786005,CP109 DARS PROVISION OF VEHICLES 2008,2008-01-08,2008-06-08,2008
4848,RENAULT TRUCKS SAS,FRA,6888405,CP156 VEHICLES,2008-01-08,2008-06-08,2008
4849,ROEDER PRAEZISION GMBH,DEU,3425635,"PROCUREMENT OF ""HALBSCHALE"" FOR C160 TRANSALL A/C",2008-01-08,2008-06-08,2008
4850,RUSLAN SALIS GMBH,DEU,37788000,AIR TRANSPORTATION CARGO,2008-01-08,2008-06-08,2008
4851,RUSLAN SALIS GMBH,DEU,3078699,AIR TRANSPORTATION CARGO,2008-01-08,2008-06-08,2008
4852,RUSLAN SALIS GMBH,DEU,846667,AIR TRANSPORTATION CARGO,2008-01-08,2008-06-08,2008
4853,RUSLAN SALIS GMBH,DEU,1427251,AIR TRANSPORTATION CARGO,2008-01-08,2008-06-08,2008
4854,RUSLAN SALIS GMBH,DEU,4694154,AIR TRANSPORTATION CARGO,2008-01-08,2008-06-08,2008
4855,RUSLAN SALIS GMBH,DEU,3808279,AIR TRANSPORTATION CARGO,2008-01-08,2008-06-08,2008
4856,SELEX COMMUNICATIONS SPA,ITA,2258514,COMMUNICATION EQUIPMENT,2008-01-08,2008-06-08,2008
4857,SELEX SISTEMI INTEGRATI SPA,ITA,5500000,ENGINEERING SUPPORT FOR RADARS,2008-01-08,2008-06-08,2008
4858,TEPE INSAAT SAN AS,TUR,854069,MES PATROL ROUTE,2008-01-08,2008-06-08,2008
4859,,,,48 PROTECTED VEHICLE PLATFORMS,2008-01-08,2008-06-08,2008
4860,THALES COMMUNICATIONS BELGIUM SA,BEL,115291489,"(DINGO II), INTEGRATION OF THE MISSION KIT INTO THE VEHICLE PLATFORM AND",2008-01-08,2008-06-08,2008
4861,THALES ELECTRON DEVICES,FRA,2118000,LOGISTIC SUPPORT SUPPLY OF ELECTRON TUBES,2008-01-08,2008-06-08,2008
4862,ULTRA ELECTRONICS MEASUREMENT,USA,956490,PROCUREMENT OF LEFT AND RIGHT HANDGRIPS FOR THE LM WORKSHOP,2008-01-08,2008-06-08,2008
4863,VITROCISET SPA,ITA,18998907,LOGISTIC SUPPORT FOR PISQ,2008-01-08,2008-06-08,2008
4864,VITROCISET SPA,ITA,3800000,LOGISTIC SUPPORT FOR PISQ,2008-01-08,2008-06-08,2008
4865,VMZ CO,BGR,1483000,SUPPLY OF AMMUNITION - 40 MM ROUNDS,2008-01-08,2008-06-08,2008
4866,WESTLAND HELICOPTERS LTD,GBR,1207201,PROCUREMENT OF BLADE ASSEMBLIES,2008-01-08,2008-06-08,2008
4867,YENIGUN INSAAT SANAYI VE TIC A.S.,TUR,3100053,CATO CARGO RECEIVING AREA AT KAF,2008-01-08,2008-06-08,2008
4868,YENIGUN INSAAT SANAYI VE TIC A.S.,TUR,1181479,MEU GROUND WORKS,2008-01-08,2008-06-08,2008
4869,YENIGUN INSAAT SANAYI VE TIC A.S.,TUR,11877241,PROVISION OF LIVING ACCOMMODATION AT KANDAHAR AIR FIELD (KAF),2008-01-08,2008-06-08,2008
4870,YUKSEL INSAAT AS,TUR,41244496,KAIA APOD RELOCATION- PHASE II,2008-01-08,2008-06-08,2008
4871,ZAFER TAAHHUT INSAAT VE,TUR,14216482,ROLE II MTF AT KAIA (MEDICAL TREATMENT FACILITY),2008-01-08,2008-06-08,2008
4872,AEG BELGIUM SA/NV,BEL,106884,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4873,AERO INTERNATIONAL INC,USA,91467,C-17 SUPPLIES,2009-07-09,2009-12-09,2009
4874,AERO INTERNATIONAL INC,USA,87583,C-17 SUPPLIES,2009-07-09,2009-12-09,2009
4875,AERO INTERNATIONAL INC,USA,111765,C-17 SUPPLIES,2009-07-09,2009-12-09,2009
4876,AERO METAL FORMS,USA,94815,AWACS SUPPLIES,2009-07-09,2009-12-09,2009
4877,AERO PRECISION INDUSTRIES INC,USA,92377,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4878,AEROFLEX LABORATORIES INC,USA,529887,PATRIOT SUPPLIES,2009-07-09,2009-12-09,2009
4879,AGING AIRCRAFT CONSULTING LLC,USA,532002,FIXED WING AIRCRAFT SUPPLIES,2009-07-09,2009-12-09,2009
4880,AGUSTA AEROSPACE SERVICES SA,BEL,78824,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4881,AGUSTA AEROSPACE SERVICES SA,BEL,123857,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4882,AGUSTA AEROSPACE SERVICES SA,BEL,197340,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4883,AHMET AYDENIZ INSAAT TURIZM,TUR,4466000,CONSTRUCTION,2009-07-09,2009-12-09,2009
4884,AKAH-ALBRECHT KIND GMBH,DEU,113400,AMMUNITION SUPPLIES,2009-07-09,2009-12-09,2009
4885,ALA INTERNATIONAL CONSULTANTS,TUR,139350,AMMUNITION SUPPLIES,2009-07-09,2009-12-09,2009
4886,ALENIA AERONAUTICA,ITA,168424,FIXED WING AIRCRAFT SUPPLIES,2009-07-09,2009-12-09,2009
4887,ALL-SYSTEM AEROSPACE INT'L INC,USA,77536,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4888,ALTRAN GMBH & CO KG,DEU,331430,AWACS SERVICES,2009-07-09,2009-12-09,2009
4889,AMST-SYSTEMTECHNIK GMBH,AUT,1506409,HELICOPTER SERVICES,2009-07-09,2009-12-09,2009
4890,ATCO FRONTEC,CAN,3150000,GENCIS&NCCAP SERVICES,2009-07-09,2009-12-09,2009
4891,ATLAS ELEKTRONIK GMBH,DEU,223468,RANDOM BROKERAGE SUPPLIES,2009-07-09,2009-12-09,2009
4892,AVIALL INC,FRA,275581,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4893,AVIALL INC,FRA,85808,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4894,AW DEVELOPMENTS EXPORTS LTD,GBR,224463,AIR DEFENCE GROUND SUPPLIES,2009-07-09,2009-12-09,2009
4895,BAE SYSTEMS ROKAR INTERNATIONAL LTD,ISR,207641,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4896,BARCO NV,BEL,173760,AWACS SUPPLIES,2009-07-09,2009-12-09,2009
4897,BARRETT FIREARMS MFG INC,USA,135910,RANDOM BROKERAGE SUPPLIES,2009-07-09,2009-12-09,2009
4898,BELL HELICOPTER SUPPLY CENTER BV,NLD,150921,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4899,BELL HELICOPTER SUPPLY CENTER BV,NLD,99317,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4900,BELL HELICOPTER SUPPLY CENTER BV,NLD,136971,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4901,BELL HELICOPTER SUPPLY CENTER BV,NLD,284978,HELICOPTER SUPPLIES,2009-07-09,2009-12-09,2009
4902,BHV AVIATION CONSULTANTS GMBH,DEU,372171,FIXED WING AIRCRAFT SUPPLIES,2009-07-09,2009-12-09,2009
4903,BLUE AEROSPACE LLC,USA,1357027,FIXED WING AIRCRAFT SUPPLIES,2009-07-09,2009-12-09,2009
4904,BMA BUIZZA MAZZEI AGENCY SRL,ITA,190432,RANDOM BROKERAGE SUPPLIES,2009-07-09,2009-12-09,2009
4905,BOEING INTEGRATED DEFENSE SYSTEMS,USA,111159,AWACS SUPPLIES,2009-07-09,2009-12-09,2009
4906,BOEING INTEGRATED DEFENSE SYSTEMS,USA,83491,AWACS SUPPLIES,2009-07-09,2009-12-09,2009
4907,BOEING INTEGRATED DEFENSE SYSTEMS,USA,166983,AWACS SUPPLIES,2009-07-09,2009-12-09,2009
